ccode,year,attacksum,deathsum
451,1991,9,128
451,1992,4,21
451,1993,0,0
451,1994,22,228
451,1995,14,40
451,1996,5,60
451,1997,3,16
451,1998,7,258
451,1999,9,28
451,2000,24,59.999999
451,2001,0,0
451,2002,0,0
451,2003,0,0
451,2004,0,0
451,2005,0,0
451,2006,0,0
451,2007,0,0
451,2008,0,0
451,2009,0,0
451,2010,0,0
452,1981,0,0
452,1982,0,0
452,1983,0,0
452,1984,0,0
452,1985,0,0
452,1986,0,0
452,1987,1,0
452,1988,0,0
452,1989,0,0
452,1990,0,0
452,1991,0,0
452,1992,8,0
452,1993,0,0
452,1994,4,13
452,1995,1,2
452,1996,2,3
452,1997,1,1
452,1998,0,0
452,1999,0,0
452,2000,0,0
452,2001,0,0
452,2002,0,0
452,2003,0,0
452,2004,0,0
452,2005,0,0
452,2006,0,0
452,2007,0,0
452,2008,0,0
452,2009,0,0
452,2010,0,0
461,1981,0,0
461,1982,0,0
461,1983,0,0
461,1984,0,0
461,1985,3,1
461,1986,0,0
461,1987,0,0
461,1988,0,0
461,1989,0,0
461,1990,0,0
461,1991,2,13
461,1992,27,12
461,1993,0,0
461,1994,13,47
461,1995,1,0
461,1996,1,3
461,1997,0,0
461,1998,0,0
461,1999,0,0
461,2000,0,0
461,2001,0,0
461,2002,0,0
461,2003,0,0
461,2004,0,0
461,2005,1,0
461,2006,0,0
461,2007,0,0
461,2008,0,0
461,2009,0,0
461,2010,0,0
471,1981,0,0
471,1982,0,0
471,1983,0,0
471,1984,0,0
471,1985,0,0
471,1986,0,0
471,1987,0,0
471,1988,0,0
471,1989,0,0
471,1990,0,0
471,1991,4,36
471,1992,6,6
471,1993,0,0
471,1994,6,33
471,1995,2,5
471,1996,0,0
471,1997,0,0
471,1998,1,0
471,1999,0,0
471,2000,0,0
471,2001,0,0
471,2002,0,0
471,2003,0,0
471,2004,0,0
471,2005,0,0
471,2006,0,0
471,2007,1,31
471,2008,1,3
471,2009,1,0
471,2010,3,5
481,1981,0,0
481,1982,0,0
481,1983,0,0
481,1984,0,0
481,1985,0,0
481,1986,0,0
481,1987,0,0
481,1988,0,0
481,1989,0,0
481,1990,0,0
481,1991,0,0
481,1992,0,0
481,1993,0,0
481,1994,1,0
481,1995,0,0
481,1996,1,0
481,1997,1,4
481,1998,0,0
481,1999,0,0
481,2000,0,0
481,2001,0,0
481,2002,0,0
481,2003,0,0
481,2004,0,0
481,2005,0,0
481,2006,0,0
481,2007,0,0
481,2008,0,0
481,2009,0,0
481,2010,0,0
501,1981,0,0
501,1982,0,0
501,1983,0,0
501,1984,0,0
501,1985,0,0
501,1986,0,0
501,1987,0,0
501,1988,0,0
501,1989,4,4
501,1990,0,0
501,1991,5,0
501,1992,30,155
501,1993,0,0
501,1994,5,40
501,1995,4,2
501,1996,3,2
501,1997,17,36
501,1998,3,368
501,1999,0,0
501,2000,4,26
501,2001,7,13
501,2002,2,16
501,2003,2,3
501,2004,0,0
501,2005,2,56
501,2006,2,18
501,2007,12,33
501,2008,10,73
501,2009,1,0
501,2010,12,19
516,1981,0,0
516,1982,0,0
516,1983,0,0
516,1984,0,0
516,1985,0,0
516,1986,0,0
516,1987,0,0
516,1988,0,0
516,1989,0,0
516,1990,0,0
516,1991,7,117
516,1992,2,61
516,1993,0,0
516,1994,17,665
516,1995,83,583
516,1996,35,1371
516,1997,79,386
516,1998,13,392
516,1999,13,108
516,2000,17,97
516,2001,37,166
516,2002,18,67
516,2003,18,91
516,2004,1,18
516,2005,5,13
516,2006,5,21
516,2007,3,3
516,2008,7,28
516,2009,0,0
516,2010,29,14
517,1981,0,0
517,1982,0,0
517,1983,0,0
517,1984,0,0
517,1985,0,0
517,1986,0,0
517,1987,0,0
517,1988,0,0
517,1989,0,0
517,1990,0,0
517,1991,3,0
517,1992,18,141
517,1993,0,0
517,1994,33,1571
517,1995,17,201
517,1996,15,129
517,1997,33,1027
517,1998,9,100
517,1999,0,0
517,2000,1,4
517,2001,3,2
517,2002,0,0
517,2003,0,0
517,2004,0,0
517,2005,1,30
517,2006,0,0
517,2007,0,0
517,2008,1,0
517,2009,1,4
517,2010,8,6
522,1981,0,0
522,1982,0,0
522,1983,0,0
522,1984,0,0
522,1985,0,0
522,1986,0,0
522,1987,1,10
522,1988,2,0
522,1989,0,0
522,1990,1,1
522,1991,1,8
522,1992,6,228
522,1993,0,0
522,1994,2,6
522,1995,2,0
522,1996,0,0
522,1997,1,11
522,1998,0,0
522,1999,0,0
522,2000,0,0
522,2001,0,0
522,2002,0,0
522,2003,0,0
522,2004,1,0
522,2005,0,0
522,2006,0,0
522,2007,0,0
522,2008,0,0
522,2009,0,0
522,2010,0,0
553,1981,0,0
553,1982,0,0
553,1983,0,0
553,1984,0,0
553,1985,0,0
553,1986,0,0
553,1987,0,0
553,1988,0,0
553,1989,0,0
553,1990,0,0
553,1991,0,0
553,1992,3,32
553,1993,0,0
553,1994,0,0
553,1995,0,0
553,1996,0,0
553,1997,0,0
553,1998,0,0
553,1999,0,0
553,2000,0,0
553,2001,0,0
553,2002,1,1
553,2003,0,0
553,2004,0,0
553,2005,0,0
553,2006,0,0
553,2007,0,0
553,2008,0,0
553,2009,0,0
553,2010,0,0
571,1981,0,0
571,1982,0,0
571,1983,0,0
571,1984,0,0
571,1985,0,0
571,1986,0,0
571,1987,1,3
571,1988,2,1
571,1989,2,0
571,1990,1,6
571,1991,0,0
571,1992,0,0
571,1993,0,0
571,1994,0,0
571,1995,1,0
571,1996,0,0
571,1997,0,0
571,1998,0,0
571,1999,0,0
571,2000,0,0
571,2001,0,0
571,2002,0,0
571,2003,0,0
571,2004,0,0
571,2005,0,0
571,2006,0,0
571,2007,0,0
571,2008,0,0
571,2009,0,0
571,2010,0,0
580,1981,0,0
580,1982,0,0
580,1983,0,0
580,1984,0,0
580,1985,0,0
580,1986,0,0
580,1987,0,0
580,1988,0,0
580,1989,0,0
580,1990,0,0
580,1991,1,4
580,1992,7,16
580,1993,0,0
580,1994,0,0
580,1995,3,4
580,1996,2,1
580,1997,1,0
580,1998,0,0
580,1999,0,0
580,2000,0,0
580,2001,0,0
580,2002,5,0
580,2003,0,0
580,2004,0,0
580,2005,0,0
580,2006,1,0
580,2007,0,0
580,2008,0,0
580,2009,1,2
580,2010,0,0
581,1981,0,0
581,1982,0,0
581,1983,0,0
581,1984,0,0
581,1985,0,0
581,1986,0,0
581,1987,0,0
581,1988,0,0
581,1989,0,0
581,1990,0,0
581,1991,0,0
581,1992,1,1
581,1993,0,0
581,1994,1,0
581,1995,0,0
581,1996,0,0
581,1997,3,0
581,1998,0,0
581,1999,0,0
581,2000,0,0
581,2001,0,0
581,2002,0,0
581,2003,0,0
581,2004,0,0
581,2005,0,0
581,2006,0,0
581,2007,0,0
581,2008,0,0
581,2009,0,0
581,2010,0,0
590,1981,0,0
590,1982,0,0
590,1983,0,0
590,1984,0,0
590,1985,0,0
590,1986,0,0
590,1987,0,0
590,1988,0,0
590,1989,1,0
590,1990,0,0
590,1991,0,0
590,1992,0,0
590,1993,0,0
590,1994,0,0
590,1995,0,0
590,1996,0,0
590,1997,0,0
590,1998,0,0
590,1999,0,0
590,2000,0,0
590,2001,0,0
590,2002,0,0
590,2003,0,0
590,2004,0,0
590,2005,0,0
590,2006,0,0
590,2007,0,0
590,2008,0,0
590,2009,0,0
590,2010,0,0
600,1981,0,0
600,1982,0,0
600,1983,0,0
600,1984,0,0
600,1985,2,0
600,1986,2,2
600,1987,4,200
600,1988,0,0
600,1989,0,0
600,1990,0,0
600,1991,3,3
600,1992,1,2
600,1993,0,0
600,1994,2,0
600,1995,1,0
600,1996,2,0
600,1997,0,0
600,1998,0,0
600,1999,0,0
600,2000,0,0
600,2001,0,0
600,2002,0,0
600,2003,5,45
600,2004,0,0
600,2005,0,0
600,2006,0,0
600,2007,6,8
600,2008,0,0
600,2009,0,0
600,2010,0,0
615,1981,0,0
615,1982,0,0
615,1983,0,0
615,1984,0,0
615,1985,0,0
615,1986,0,0
615,1987,0,0
615,1988,0,0
615,1989,0,0
615,1990,2,3
615,1991,30,42
615,1992,216,237
615,1993,0,0
615,1994,227,500
615,1995,185,417
615,1996,130,529
615,1997,344,4266
615,1998,151,945
615,1999,106,467
615,2000,138,528
615,2001,113,624
615,2002,132,612
615,2003,75,269
615,2004,67,166
615,2005,104,228
615,2006,152,185
615,2007,124,279
615,2008,107,249
615,2009,108,203
615,2010,100,109
616,1981,0,0
616,1982,0,0
616,1983,0,0
616,1984,0,0
616,1985,0,0
616,1986,2,0
616,1987,4,2
616,1988,0,0
616,1989,0,0
616,1990,2,3
616,1991,3,4
616,1992,0,0
616,1993,0,0
616,1994,2,1
616,1995,1,7
616,1996,0,0
616,1997,0,0
616,1998,0,0
616,1999,0,0
616,2000,1,5
616,2001,1,3
616,2002,2,31
616,2003,0,0
616,2004,0,0
616,2005,0,0
616,2006,0,0
616,2007,1,14
616,2008,2,0
616,2009,0,0
616,2010,0,0
692,1981,0,0
692,1982,0,0
692,1983,0,0
692,1984,0,0
692,1985,0,0
692,1986,0,0
692,1987,0,0
692,1988,0,0
692,1989,0,0
692,1990,0,0
692,1991,1,1
692,1992,0,0
692,1993,0,0
692,1994,1,0
692,1995,8,1
692,1996,16,8
692,1997,11,5
692,1998,0,0
692,1999,0,0
692,2000,0,0
692,2001,0,0
692,2002,0,0
692,2003,1,0
692,2004,0,0
692,2005,0,0
692,2006,1,0
692,2007,0,0
692,2008,1,1
692,2009,0,0
692,2010,2,0
700,1981,0,0
700,1982,0,0
700,1983,0,0
700,1984,0,0
700,1985,0,0
700,1986,0,0
700,1987,1,0
700,1988,11,128
700,1989,10,10
700,1990,3,13
700,1991,30,68
700,1992,36,49
700,1993,0,0
700,1994,9,22
700,1995,6,5
700,1996,4,31
700,1997,1,4
700,1998,1,8
700,1999,9,39
700,2000,14,38
700,2001,13,172
700,2002,38,74
700,2003,100,163
700,2004,88,275
700,2005,155,365
700,2006,282,726
700,2007,345,1195
700,2008,416,1085
700,2009,502,1058
700,2010,538,1054
702,1981,0,0
702,1982,0,0
702,1983,0,0
702,1984,0,0
702,1985,0,0
702,1986,0,0
702,1987,0,0
702,1988,0,0
702,1989,0,0
702,1990,0,0
702,1991,0,0
702,1992,17,14
702,1993,0,0
702,1994,31,48
702,1995,34,78
702,1996,22,50
702,1997,40,43
702,1998,11,29
702,1999,4,2
702,2000,6,11
702,2001,6,8
702,2002,0,0
702,2003,0,0
702,2004,0,0
702,2005,1,0
702,2006,0,0
702,2007,1,1
702,2008,0,0
702,2009,1,0
702,2010,1,4
704,1981,0,0
704,1982,0,0
704,1983,0,0
704,1984,0,0
704,1985,0,0
704,1986,0,0
704,1987,0,0
704,1988,0,0
704,1989,0,0
704,1990,0,0
704,1991,0,0
704,1992,2,0
704,1993,0,0
704,1994,0,0
704,1995,1,0
704,1996,0,0
704,1997,0,0
704,1998,0,0
704,1999,8,19.000002
704,2000,0,0
704,2001,0,0
704,2002,0,0
704,2003,0,0
704,2004,5,36
704,2005,2,1
704,2006,0,0
704,2007,0,0
704,2008,0,0
704,2009,2,3
704,2010,0,0
705,1981,0,0
705,1982,0,0
705,1983,0,0
705,1984,0,0
705,1985,0,0
705,1986,0,0
705,1987,0,0
705,1988,0,0
705,1989,0,0
705,1990,0,0
705,1991,0,0
705,1992,5,9
705,1993,0,0
705,1994,1,0
705,1995,0,0
705,1996,0,0
705,1997,2,2
705,1998,0,0
705,1999,0,0
705,2000,1,2
705,2001,1,0
705,2002,0,0
705,2003,0,0
705,2004,0,0
705,2005,0,0
705,2006,0,0
705,2007,0,0
705,2008,1,2
705,2009,0,0
705,2010,0,0
710,1981,0,0
710,1982,0,0
710,1983,0,0
710,1984,0,0
710,1985,0,0
710,1986,0,0
710,1987,0,0
710,1988,0,0
710,1989,3,20
710,1990,1,2
710,1991,1,0
710,1992,5,9
710,1993,0,0
710,1994,13,18
710,1995,7,2
710,1996,62,23
710,1997,18,57
710,1998,2,50
710,1999,2,5
710,2000,4,1
710,2001,13,25
710,2002,2,1
710,2003,3,1
710,2004,2,4
710,2005,2,13
710,2006,1,1
710,2007,0,0
710,2008,20,23
710,2009,7,186
710,2010,1,7
713,1981,0,0
713,1982,0,0
713,1983,0,0
713,1984,0,0
713,1985,0,0
713,1986,0,0
713,1987,0,0
713,1988,0,0
713,1989,0,0
713,1990,1,0
713,1991,2,7
713,1992,20,16
713,1993,0,0
713,1994,5,1
713,1995,4,0
713,1996,5,9
713,1997,1,0
713,1998,0,0
713,1999,0,0
713,2000,0,0
713,2001,2,2
713,2002,0,0
713,2003,0,0
713,2004,2,0
713,2005,0,0
713,2006,0,0
713,2007,0,0
713,2008,1,0
713,2009,0,0
713,2010,0,0
731,1981,0,0
731,1982,0,0
731,1983,0,0
731,1984,0,0
731,1985,0,0
731,1986,0,0
731,1987,0,0
731,1988,0,0
731,1989,0,0
731,1990,0,0
731,1991,0,0
731,1992,0,0
731,1993,0,0
731,1994,1,3
731,1995,0,0
731,1996,0,0
731,1997,0,0
731,1998,0,0
731,1999,0,0
731,2000,0,0
731,2001,0,0
731,2002,0,0
731,2003,0,0
731,2004,0,0
731,2005,0,0
731,2006,0,0
731,2007,0,0
731,2008,0,0
731,2009,0,0
731,2010,0,0
790,1981,0,0
790,1982,0,0
790,1983,0,0
790,1984,0,0
790,1985,9,6
790,1986,0,0
790,1987,0,0
790,1988,0,0
790,1989,0,0
790,1990,0,0
790,1991,1,0
790,1992,8,9
790,1993,0,0
790,1994,3,4
790,1995,0,0
790,1996,5,6
790,1997,9,15
790,1998,0,0
790,1999,8,23
790,2000,23,91
790,2001,33,172
790,2002,58,486
790,2003,15,22
790,2004,62,630
790,2005,70,211
790,2006,83,127
790,2007,90,44
790,2008,121,53
790,2009,39,20
790,2010,38,10
811,1981,0,0
811,1982,0,0
811,1983,0,0
811,1984,0,0
811,1985,0,0
811,1986,0,0
811,1987,0,0
811,1988,0,0
811,1989,2,11
811,1990,2,0
811,1991,3,16
811,1992,67,64
811,1993,0,0
811,1994,39,225
811,1995,56,21
811,1996,33,44
811,1997,18,100
811,1998,7,35
811,1999,8,1
811,2000,4,12
811,2001,7,4
811,2002,3,4
811,2003,1,1
811,2004,0,0
811,2005,0,0
811,2006,0,0
811,2007,0,0
811,2008,2,1
811,2009,0,0
811,2010,0,0
812,1981,0,0
812,1982,0,0
812,1983,0,0
812,1984,0,0
812,1985,0,0
812,1986,0,0
812,1987,0,0
812,1988,0,0
812,1989,1,2
812,1990,1,0
812,1991,0,0
812,1992,4,3
812,1993,0,0
812,1994,1,2
812,1995,0,0
812,1996,1,5
812,1997,0,0
812,1998,0,0
812,1999,0,0
812,2000,8,1
812,2001,1,0
812,2002,0,0
812,2003,2,10
812,2004,0,0
812,2005,0,0
812,2006,0,0
812,2007,0,0
812,2008,0,0
812,2009,0,0
812,2010,0,0
816,1981,0,0
816,1982,0,0
816,1983,0,0
816,1984,0,0
816,1985,0,0
816,1986,0,0
816,1987,0,0
816,1988,0,0
816,1989,0,0
816,1990,0,0
816,1991,0,0
816,1992,1,0
816,1993,0,0
816,1994,1,0
816,1995,1,0
816,1996,1,0
816,1997,2,1
816,1998,0,0
816,1999,0,0
816,2000,0,0
816,2001,4,0
816,2002,0,0
816,2003,0,0
816,2004,0,0
816,2005,0,0
816,2006,0,0
816,2007,0,0
816,2008,0,0
816,2009,0,0
816,2010,0,0
830,1981,0,0
830,1982,0,0
830,1983,0,0
830,1984,0,0
830,1985,1,0
830,1986,0,0
830,1987,2,0
830,1988,0,0
830,1989,0,0
830,1990,0,0
830,1991,1,4
830,1992,1,0
830,1993,0,0
830,1994,1,1
830,1995,0,0
830,1996,0,0
830,1997,0,0
830,1998,0,0
830,1999,0,0
830,2000,0,0
830,2001,0,0
830,2002,0,0
830,2003,0,0
830,2004,0,0
830,2005,0,0
830,2006,0,0
830,2007,0,0
830,2008,0,0
830,2009,0,0
830,2010,0,0
835,1981,0,0
835,1982,0,0
835,1983,0,0
835,1984,0,0
835,1985,0,0
835,1986,0,0
835,1987,0,0
835,1988,0,0
835,1989,0,0
835,1990,0,0
835,1991,0,0
835,1992,1,0
835,1993,0,0
835,1994,0,0
835,1995,0,0
835,1996,0,0
835,1997,0,0
835,1998,0,0
835,1999,0,0
835,2000,0,0
835,2001,0,0
835,2002,0,0
835,2003,0,0
835,2004,0,0
835,2005,0,0
835,2006,0,0
835,2007,0,0
835,2008,0,0
835,2009,0,0
835,2010,0,0
860,1981,0,0
860,1982,0,0
860,1983,0,0
860,1984,0,0
860,1985,0,0
860,1986,1,0
860,1987,0,0
860,1988,0,0
860,1989,0,0
860,1990,0,0
860,1991,0,0
860,1992,0,0
860,1993,0,0
860,1994,0,0
860,1995,0,0
860,1996,0,0
860,1997,0,0
860,1998,2,6
860,1999,22,17
860,2000,4,1
860,2001,0,0
860,2002,0,0
860,2003,2,5
860,2004,0,0
860,2005,1,0
860,2006,0,0
860,2007,2,1
860,2008,1,2
860,2009,0,0
860,2010,0,0
910,1981,0,0
910,1982,0,0
910,1983,0,0
910,1984,0,0
910,1985,0,0
910,1986,0,0
910,1987,0,0
910,1988,0,0
910,1989,24,13
910,1990,18,12
910,1991,2,3
910,1992,10,7
910,1993,0,0
910,1994,3,17
910,1995,10,6
910,1996,10,21
910,1997,2,0
910,1998,0,0
910,1999,0,0
910,2000,0,0
910,2001,0,0
910,2002,1,0
910,2003,0,0
910,2004,0,0
910,2005,0,0
910,2006,0,0
910,2007,1,0
910,2008,0,0
910,2009,0,0
910,2010,0,0
950,1981,0,0
950,1982,0,0
950,1983,0,0
950,1984,0,0
950,1985,0,0
950,1986,0,0
950,1987,3,0
950,1988,0,0
950,1989,2,0
950,1990,0,0
950,1991,3,0
950,1992,1,1
950,1993,0,0
950,1994,0,0
950,1995,0,0
950,1996,0,0
950,1997,0,0
950,1998,0,0
950,1999,3,0
950,2000,4,7
950,2001,1,0
950,2002,0,0
950,2003,0,0
950,2004,0,0
950,2005,0,0
950,2006,0,0
950,2007,0,0
950,2008,0,0
950,2009,0,0
950,2010,0,0
56,1981,0,0
56,1982,0,0
56,1983,0,0
56,1984,0,0
56,1985,0,0
56,1986,0,0
56,1987,0,0
56,1988,0,0
56,1989,0,0
56,1990,0,0
56,1991,0,0
56,1992,0,0
56,1993,0,0
56,1994,0,0
56,1995,0,0
56,1996,0,0
56,1997,0,0
56,1998,0,0
56,1999,0,0
56,2000,1,2
56,2001,0,0
56,2002,0,0
56,2003,0,0
56,2004,0,0
56,2005,0,0
56,2006,0,0
56,2007,0,0
56,2008,0,0
56,2009,0,0
56,2010,0,0
60,1981,0,0
60,1982,0,0
60,1983,0,0
60,1984,0,0
60,1985,0,0
60,1986,0,0
60,1987,0,0
60,1988,0,0
60,1989,0,0
60,1990,0,0
60,1991,0,0
60,1992,0,0
60,1993,0,0
60,1994,0,0
60,1995,2,0
60,1996,0,0
60,1997,0,0
60,1998,0,0
60,1999,0,0
60,2000,0,0
60,2001,0,0
60,2002,0,0
60,2003,0,0
60,2004,0,0
60,2005,0,0
60,2006,0,0
60,2007,0,0
60,2008,0,0
60,2009,0,0
60,2010,0,0
341,1981,0,0
341,1982,0,0
341,1983,0,0
341,1984,0,0
341,1985,0,0
341,1986,0,0
341,1987,0,0
341,1988,0,0
341,1989,0,0
341,1990,0,0
341,1991,0,0
341,1992,0,0
341,1993,0,0
341,1994,0,0
341,1995,0,0
341,1996,0,0
341,1997,0,0
341,1998,0,0
341,1999,0,0
341,2000,0,0
341,2001,1,1
341,2002,0,0
341,2003,0,0
341,2004,0,0
341,2005,0,0
341,2006,0,0
341,2007,1,0
341,2008,0,0
341,2009,0,0
341,2010,0,0
347,1981,0,0
347,1982,0,0
347,1983,0,0
347,1984,0,0
347,1985,0,0
347,1986,0,0
347,1987,0,0
347,1988,0,0
347,1989,0,0
347,1990,0,0
347,1991,0,0
347,1992,0,0
347,1993,0,0
347,1994,0,0
347,1995,0,0
347,1996,0,0
347,1997,0,0
347,1998,0,0
347,1999,39,23
347,2000,60,23
347,2001,17,20
347,2002,5,1
347,2003,9,7
347,2004,1,0
347,2005,8,1
347,2006,6,0
347,2007,5,1
347,2008,11,0
347,2009,1,0
347,2010,1,1
404,1981,0,0
404,1982,0,0
404,1983,0,0
404,1984,0,0
404,1985,0,0
404,1986,0,0
404,1987,0,0
404,1988,0,0
404,1989,0,0
404,1990,0,0
404,1991,0,0
404,1992,0,0
404,1993,0,0
404,1994,0,0
404,1995,0,0
404,1996,0,0
404,1997,0,0
404,1998,0,0
404,1999,0,0
404,2000,0,0
404,2001,1,0
404,2002,0,0
404,2003,1,1
404,2004,0,0
404,2005,4,3
404,2006,1,11
404,2007,0,0
404,2008,0,0
404,2009,1,1
404,2010,0,0
531,1981,0,0
531,1982,0,0
531,1983,0,0
531,1984,0,0
531,1985,0,0
531,1986,0,0
531,1987,0,0
531,1988,0,0
531,1989,0,0
531,1990,0,0
531,1991,0,0
531,1992,0,0
531,1993,0,0
531,1994,0,0
531,1995,2,0
531,1996,1,6
531,1997,0,0
531,1998,0,0
531,1999,0,0
531,2000,0,0
531,2001,0,0
531,2002,0,0
531,2003,0,0
531,2004,0,0
531,2005,0,0
531,2006,0,0
531,2007,2,0
531,2008,2,4
531,2009,1,2
531,2010,1,17
701,1981,0,0
701,1982,0,0
701,1983,0,0
701,1984,0,0
701,1985,0,0
701,1986,0,0
701,1987,0,0
701,1988,0,0
701,1989,0,0
701,1990,0,0
701,1991,0,0
701,1992,0,0
701,1993,0,0
701,1994,0,0
701,1995,0,0
701,1996,0,0
701,1997,0,0
701,1998,0,0
701,1999,0,0
701,2000,0,0
701,2001,0,0
701,2002,1,0
701,2003,0,0
701,2004,0,0
701,2005,0,0
701,2006,0,0
701,2007,0,0
701,2008,0,0
701,2009,0,0
701,2010,0,0
703,1981,0,0
703,1982,0,0
703,1983,0,0
703,1984,0,0
703,1985,0,0
703,1986,0,0
703,1987,0,0
703,1988,0,0
703,1989,0,0
703,1990,0,0
703,1991,0,0
703,1992,0,0
703,1993,0,0
703,1994,0,0
703,1995,0,0
703,1996,5,0
703,1997,0,0
703,1998,0,0
703,1999,3,1
703,2000,4,2
703,2001,1,0
703,2002,2,2
703,2003,1,1
703,2004,0,0
703,2005,2,0
703,2006,3,1
703,2007,1,0
703,2008,0,0
703,2009,0,0
703,2010,1,0
935,1981,0,0
935,1982,0,0
935,1983,0,0
935,1984,0,0
935,1985,0,0
935,1986,0,0
935,1987,0,0
935,1988,0,0
935,1989,0,0
935,1990,0,0
935,1991,0,0
935,1992,0,0
935,1993,0,0
935,1994,0,0
935,1995,0,0
935,1996,2,0
935,1997,0,0
935,1998,0,0
935,1999,0,0
935,2000,0,0
935,2001,0,0
935,2002,0,0
935,2003,0,0
935,2004,0,0
935,2005,0,0
935,2006,0,0
935,2007,0,0
935,2008,0,0
935,2009,0,0
935,2010,0,0
940,1981,0,0
940,1982,0,0
940,1983,0,0
940,1984,0,0
940,1985,0,0
940,1986,0,0
940,1987,0,0
940,1988,0,0
940,1989,0,0
940,1990,0,0
940,1991,0,0
940,1992,0,0
940,1993,0,0
940,1994,0,0
940,1995,0,0
940,1996,0,0
940,1997,0,0
940,1998,0,0
940,1999,1,2
940,2000,1,0
940,2001,0,0
940,2002,1,1
940,2003,1,1
940,2004,0,0
940,2005,0,0
940,2006,0,0
940,2007,0,0
940,2008,0,0
940,2009,0,0
940,2010,0,0
760,1981,0,0
760,1982,0,0
760,1983,0,0
760,1984,0,0
760,1985,0,0
760,1986,0,0
760,1987,0,0
760,1988,0,0
760,1989,0,0
760,1990,0,0
760,1991,0,0
760,1992,0,0
760,1993,0,0
760,1994,0,0
760,1995,0,0
760,1996,0,0
760,1997,0,0
760,1998,0,0
760,1999,0,0
760,2000,0,0
760,2001,0,0
760,2002,0,0
760,2003,0,0
760,2004,0,0
760,2005,0,0
760,2006,1,4
760,2007,0,0
760,2008,3,5
760,2009,0,0
760,2010,0,0
781,1981,0,0
781,1982,0,0
781,1983,0,0
781,1984,0,0
781,1985,0,0
781,1986,0,0
781,1987,0,0
781,1988,0,0
781,1989,0,0
781,1990,0,0
781,1991,0,0
781,1992,0,0
781,1993,0,0
781,1994,0,0
781,1995,0,0
781,1996,0,0
781,1997,0,0
781,1998,0,0
781,1999,0,0
781,2000,0,0
781,2001,0,0
781,2002,0,0
781,2003,0,0
781,2004,0,0
781,2005,0,0
781,2006,1,0
781,2007,1,0
781,2008,1,0
781,2009,0,0
781,2010,0,0
